,Tweets,class
9995,"تعلموا ممن سبق تعلموا وخذوا العبرات
سقط اليهود والنصارى عندما قالوا لن يدخل الجنه الا من كان هودآ او نصارى فقال الل… ://./0",1
9996,"#محمد_علي_فضحهم
مش فارقة عندي انت مين 
حرامي ولّا امين
أصيل ولا ابن كلب 
تطلع ليبرالي ماشي 
تطلع اخواني ماشي 
ان شا… ://./498",1
9997,"صيام اليوم العاشر والحادي عشر، لحديث ابن عباس ،رضي الله عنهما، أن النبي ،صلى الله عليه وسلم،قال(خالفوا اليهود صوموا… ://./95",1
9998, كتب بمذكراته كان بوسعي حرق جميع اليهود لكن تركت منهم شرذمة ليعرف العالم ماذا ستفعل بهم في المستقبل,3
9999,"قبل الانتخابات كانت القصة قصة إلغاء وتحجيم وتهجير والأقلية المسيحية في ""خطر كبير"" والأقلية الدرزية والسنية  ""تضطهد… ://./13",1
10000,__2 لعن الله هذه السلالة الملعونة كانوا أعداء النبي في بدء الدعوى و شوهوا الإسلام في خلافتهم و استجلبوا… ://./47,3
10001,#فينيقي_لبناني_عربي_مسيحي مشكلة لبنان شعبها,3
10002,_ ليش كمان في مقاومة مسيحية وشيعية وسنية ودرزية وعدسية ومارونية وارمنية وكاثولوكية وشرقية وغربية,1
10003,"گلنا في عقيدة #الحب🖤 ♡
يهود... ــــٰــٰ ://./3",1
10004,اللهم عليك بالفرس المجوس واذنابهم اللهم لك الحمد والشكر والثنا اللهم ابدهم ://./53,3
10005,عندما سافرت للهند فتره شفت كيف الهندوس يعبدون ويقدسون كل شي اشياء لاتخطر بالك هكذا هم الشيعه لافرق بينهم الجينات مت… ://./9,3
10006,  مرحبا أخت رهف انا اسمي ايوب من العراق وساكن في كندا تورنتو وانا مسيحي وحبيت بنت من العراق كمان بس م… ://./0591,1
10007,_ والمعابد الهندوسيه واصنام بوذا ياصهاينه ذي وش تسموها,3
10008,"الهند أعلنت تحذير لكل أهل الأديان ""ماعدا الإسلام"" للخروج فوراً من كشمير استعدادا لحملة عسكريه ضخمه ضد الإرهاب أو بم… ://./026",3
10009,"__ الله يشفي ملك الكويت فهم أهل الإنسانية و الإحسان 
لكنني تعجبت أن سعودي من ال سعود الظالمين و طغاة ا… ://./48",3
10010,"  الله أكبر
 الموت لأمريكا
 الموت لإسرائيل 
اللعنة على اليهود
 النصر للإسلام",3
10011," 007 انتم تحرفون الديانه اليهودية .

قبر النبي موسى عند الكثيب الاحمر  بالقرب من جبل الطور و… ://./5",1
10012," انتم داعمين الارهاب في كل مكان 
وعاد لكم عين تتكلمو عمري ماشفت الوقاحه الي فيكم حتى عند اليهود 
يش… ://./79",3
10013,"0639303  0  طول بالك علينا شوي والي ما بشوف من الغربال أعمى
واحترم ا… ://./74",1
10014,"  طيب ماعليش صوتها حلو وأهي أحلى ، لكن أنتوا عرب يهود ؟؟؟؟ اللي بالكومنتات والله جد أسأل؟ و… ://./3017",3
10015,_2030 002 الله يستر .. أتوقع مستقبلاً ينحرون بعضهم عند ضريح الحسين ظناً منهم أن هذا تقرباً الى الله.… ://./,3
10016,_1 يا بهيمه المجوس كحل عينك شو صاير بعدن ://./4,3
10017,  هذا تشويه مجوسي للإسلام والمسلمين,1
10018,_ _44 الجروي كلاله من اسمه نصيب فاعندنا الجرو يسمئ صغيرالكلب حقيقه بالنسبه للبناء فقد افضا… ://./167,1
10019,مكه : مهبط الوحي ومنبع الرسالة والبلد الذي اقسم به الله البلدالامين والتي قال فيها رسول الله عليه الصلاةوالسلام انك… ://./6428,1
10020,"يا _ 
يا ابن اليهودية 
يا ابن أمك يا ابن أكثر من رجل ://./202",3
10021," عٌشُآنِ آلَلَيَ مًشُ مًنِهّمً بًيَسِتٌغُربً وٌمًشُ عٌآيَشُ مًعٌآهّمً 
وٌمًعٌشُآرهّمًشُ وٌآلَلَيَ مً… ://./751",1
10022,"_ اليهود حاليا حاكمين العالم
واليهودي لا يعتبر يهودي اصلي اذا ماكانت امو يهوديه اذا ابو يهودي لا يعتبر يهو… ://./",1
10023, لن تقنعني مذهبي وانا اعرف به ولو وجدت من هاذه الخرعبلات التي تنشرونها ضلما وبهتانا ب اتباع اهل الب… ://./1,1
10024,"03146249  تفضل علمنا 
وليت الصلاه على التربه هي مصيبتكم الوحيدة في دينكم
علمنا لماذا تنبحون مثل الكل… ://./2",3
10025,_2 يعلاج في اليهود اخرتها رسائل ومسلمين  يموتو بلا علاج,1
10026, الجمعيات الخيرية ماغابت من نفسها بل غيبت ويجب على الدول اللي تهتم بنشر الإسلام والدعوة إليه أن تفتح المجال… ://./35,1
10027, بلشت المكنه الوهابية الناصبية لترويج التكميم على جريمة بني أميه لابعاد الاضواء عن جريمة وعن اهمية يوم ع… ://./,3
10028, حشرة يهودية,3
10029,"👌🏼👇🏻👌🏼#رددو_معي_هذا_الدعاء 
حسبي الله لا إله إلا هو عليه توكلت 
وهو رب العرش العظيم
،
رأى نبينا اليهود يصومون عاشور… ://./368",1
10030,"اعتدنا على شيطنة العربي وتصوير اليهودي كضحية تعيش بين العرب، لكن في خطوة مستفزة، نتفليكس أظهرت المرأة العربية أيضاً… ://./940",1
10031,"في عاشورا :
يرقص اليهود ويفرحون 😴😴
يبكي الشيعة ويلطمون😕😭
يصوم أهل السنة ويستغفرون🙏

الحمدلله على نعمة الاسلام والسنه والعقل.",1
10032,"في عاشوراء
يرقص اليهود ويفرحون فتخور قواهم.
ويبكي الشيعة ويلطمون  فتسيل دمائهم.
ويصوم أهل السُنة و يستغفرون فتُغفر ذنوبهم",1
10033,"🍁قـال ابن عثيمين رحمه الله :

"" ينبغي أن يصوم مع #عاشوراء #تاسوعاء 
لأنه صلى الله عليه وسلم أمر أن يصام يوما قبله أ… ://./42",1
10034,"(٢) كان النبي صل الله عليه وسلم يصومه في مكة ، وكانت قريش تصومه في الجاهلية ، ولما قدم المدينة وجد اليهود يصومونه و… ://./",1
10035, كرم الله وجهه وهو براء منهم ومن طقوسهم هو وابنائه لعنهم الله واهلكهم واسقط رايتهم المجوسيه الحقيره,3
10036, يهود,1
10037," __  زواج السيدة مريم من يوسف النجار بمجرد بلوغها
وهو كان فوق ال٩٠
حسب الروايات المسيحية

://./63",1
10038,"_ 012  الأتراك بيقولوا إنها من عهد سيدنا نوح
حتى لو كتبتي بالانجليزي
'  … ://./",1
10039,"_ 05 الحشد الشعبي المحتقن في العراق
والمغذى بالطائفية
أهلك الحرث والنسل
وهؤلاء حمير اليهود ين… ://./53",3
10040,"❤️ نحن أحق بموسى منهم ❤️

لما قَدِمَ النَّبِيُّ صلى الله عليه وسلم الْمَدِينَةَ، فَرَأَى الْيَهُودَ تَصُومُ يَوْمَ… ://./4",1
10041,فيه مسلسل عظيم لازم اشوفه للرائع وافضل كوميدي ساشا كوهين بنتفليكس يتكلم عن جاسوس يهودي راح سوريا والخ الزبده انا ما… ://./773,1
10042, ده تفكير يهود يابا 😭😭,1
10043,  بالديانه المسيحيه اذا ضربك شخص بخدك الايمن فأدر له خدك الايسر .. هو عاد مطوع يبي يخالف النصارى دبغها الماخوذ 🔥😂😂😂🔥,3
10044,"مسيحي إخوان ومالو😂
هما مش قالوا قبل كدا إن أوباما إخوان😂😂
وانا كمان إخوان ياسيدي 😂😂 حد ليه شوق في حاجه🙈 ://./11",1
10045, وكأنما علي بن أبي طالب فارسي مجوسي وليس عربي اصيل,1
10046,"_007 ليه احق معلش الكلام بالعقل
موسي نبي اليهود ليه نبقي احق بصيامهم عن نبيهم !!
ناس ليها نسكهم وتعبداتهم… ://./960",1
10047," ٣-
الملالي وولاية الفقيه مصطلحات كهنوتية مجوسية رافضية... واما  المرشد فهواصطلاح اخواني خارجي ..وما… ://./6",1
10048,_ انت أنبل وأشرف يهودي يمني اصلي ياعاموس,1
10049, نشر تغريدتك هذه هي بحد ذاتها الطعن بالحكومه الكويتيه التي دائما تعمل لمصلحتها الماديه فوق كل الاعبارات .… ://./6,1
10050,"__ هولاء ليس من الاسلام محمد اللهم صل على محمد وال محمد
بل اسلام ابن تيميه  اليهودي",3
10051,اما الذين يتجاسروا ان يؤلفوا ايمانا اخر او يتلوه او يقدموه للرغبه الى معرفة الحق من الوثنيين او من اليهود او من الم… ://./511,1
10052,قال  رسول  الله  بلغوا  عنى  ولو اية وحدثوا عن اليهود  ولا حرج ://./1401,1
10053,_ ستنتصر الوحده والشرعيه رغم أنفك يا واطي ورغم انف الضوافع و الجعاربه صنادل الحمارات الصهيونيه يابقايا اليهود في اليمن.,3
